"ecosystem_type","name2","realm","metric","value"
"Cropland","PUNA KAU","Terrestrial","change_km2_2013_2019",0.33
"Cropland","PUNA KAU","Terrestrial","change_km2_2016_2019",0.33
"Cropland","PUNA KAU","Terrestrial","dir_2013_2016",0
"Cropland","PUNA KAU","Terrestrial","dir_2013_2019",1
"Cropland","PUNA KAU","Terrestrial","dir_2016_2019",1
"Cropland","PUNA KAU","Terrestrial","pct_change_2013_2016",0
"Cropland","PUNA KAU","Terrestrial","pct_change_2013_2019",2.61697065820777
"Cropland","PUNA KAU","Terrestrial","pct_change_2016_2019",2.61697065820777
"Cropland","WAIALUA","Terrestrial","area_km2_2013",39.32
"Cropland","WAIALUA","Terrestrial","area_km2_2016",39.16
"Cropland","WAIALUA","Terrestrial","area_km2_2019",43.59
"Cropland","WAIALUA","Terrestrial","change_km2_2013_2016",-0.160000000000004
"Cropland","WAIALUA","Terrestrial","change_km2_2013_2019",4.27
"Cropland","WAIALUA","Terrestrial","change_km2_2016_2019",4.43000000000001
"Cropland","WAIALUA","Terrestrial","dir_2013_2016",-1
"Cropland","WAIALUA","Terrestrial","dir_2013_2019",1
"Cropland","WAIALUA","Terrestrial","dir_2016_2019",1
"Cropland","WAIALUA","Terrestrial","pct_change_2013_2016",-0.406917599186174
"Cropland","WAIALUA","Terrestrial","pct_change_2013_2019",10.8596134282808
"Cropland","WAIALUA","Terrestrial","pct_change_2016_2019",11.3125638406537
"Cropland","WAIANAE","Terrestrial","area_km2_2013",2.36
"Cropland","WAIANAE","Terrestrial","area_km2_2016",2.36
"Cropland","WAIANAE","Terrestrial","area_km2_2019",2.62
"Cropland","WAIANAE","Terrestrial","change_km2_2013_2016",0
"Cropland","WAIANAE","Terrestrial","change_km2_2013_2019",0.26
"Cropland","WAIANAE","Terrestrial","change_km2_2016_2019",0.26
"Cropland","WAIANAE","Terrestrial","dir_2013_2016",0
"Cropland","WAIANAE","Terrestrial","dir_2013_2019",1
"Cropland","WAIANAE","Terrestrial","dir_2016_2019",1
"Cropland","WAIANAE","Terrestrial","pct_change_2013_2016",0
"Cropland","WAIANAE","Terrestrial","pct_change_2013_2019",11.0169491525424
"Cropland","WAIANAE","Terrestrial","pct_change_2016_2019",11.0169491525424
"Cropland","WAILUKU","Terrestrial","area_km2_2013",4.93
"Cropland","WAILUKU","Terrestrial","area_km2_2016",4.93
"Cropland","WAILUKU","Terrestrial","area_km2_2019",4.95
"Cropland","WAILUKU","Terrestrial","change_km2_2013_2016",0
"Cropland","WAILUKU","Terrestrial","change_km2_2013_2019",0.0200000000000005
"Cropland","WAILUKU","Terrestrial","change_km2_2016_2019",0.0200000000000005
"Cropland","WAILUKU","Terrestrial","dir_2013_2016",0
"Cropland","WAILUKU","Terrestrial","dir_2013_2019",1
"Cropland","WAILUKU","Terrestrial","dir_2016_2019",1
"Cropland","WAILUKU","Terrestrial","pct_change_2013_2016",0
"Cropland","WAILUKU","Terrestrial","pct_change_2013_2019",0.405679513184594
"Cropland","WAILUKU","Terrestrial","pct_change_2016_2019",0.405679513184594
"Developed","EWA","Terrestrial","area_km2_2013",123.32
"Developed","EWA","Terrestrial","area_km2_2016",125.23
"Developed","EWA","Terrestrial","area_km2_2019",126.76
"Developed","EWA","Terrestrial","change_km2_2013_2016",1.91000000000001
"Developed","EWA","Terrestrial","change_km2_2013_2019",3.44000000000001
"Developed","EWA","Terrestrial","change_km2_2016_2019",1.53
"Developed","EWA","Terrestrial","dir_2013_2016",1
"Developed","EWA","Terrestrial","dir_2013_2019",1
"Developed","EWA","Terrestrial","dir_2016_2019",1
"Developed","EWA","Terrestrial","pct_change_2013_2016",1.54881608822576
"Developed","EWA","Terrestrial","pct_change_2013_2019",2.78949075575739
"Developed","EWA","Terrestrial","pct_change_2016_2019",1.22175197636349
"Developed","HALELEA","Terrestrial","area_km2_2013",3.07
"Developed","HALELEA","Terrestrial","area_km2_2016",3.08
"Developed","HALELEA","Terrestrial","area_km2_2019",3.17
"Developed","HALELEA","Terrestrial","change_km2_2013_2016",0.0100000000000002
"Developed","HALELEA","Terrestrial","change_km2_2013_2019",0.1
"Developed","HALELEA","Terrestrial","change_km2_2016_2019",0.0899999999999999
"Developed","HALELEA","Terrestrial","dir_2013_2016",1
"Developed","HALELEA","Terrestrial","dir_2013_2019",1
"Developed","HALELEA","Terrestrial","dir_2016_2019",1
"Developed","HALELEA","Terrestrial","pct_change_2013_2016",0.325732899022809
"Developed","HALELEA","Terrestrial","pct_change_2013_2019",3.25732899022802
"Developed","HALELEA","Terrestrial","pct_change_2016_2019",2.92207792207792
"Developed","HAMAKUA","Terrestrial","area_km2_2013",2.14
"Developed","HAMAKUA","Terrestrial","area_km2_2016",2.13
"Developed","HAMAKUA","Terrestrial","area_km2_2019",2.4
"Developed","HAMAKUA","Terrestrial","change_km2_2013_2016",-0.0100000000000002
"Developed","HAMAKUA","Terrestrial","change_km2_2013_2019",0.26
"Developed","HAMAKUA","Terrestrial","change_km2_2016_2019",0.27
"Developed","HAMAKUA","Terrestrial","dir_2013_2016",-1
"Developed","HAMAKUA","Terrestrial","dir_2013_2019",1
"Developed","HAMAKUA","Terrestrial","dir_2016_2019",1
"Developed","HAMAKUA","Terrestrial","pct_change_2013_2016",-0.467289719626179
"Developed","HAMAKUA","Terrestrial","pct_change_2013_2019",12.1495327102804
"Developed","HAMAKUA","Terrestrial","pct_change_2016_2019",12.6760563380282
"Developed","HAMAKUALOA","Terrestrial","area_km2_2013",3.99
"Developed","HAMAKUALOA","Terrestrial","area_km2_2016",3.96
"Developed","HAMAKUALOA","Terrestrial","area_km2_2019",4.21
"Developed","HAMAKUALOA","Terrestrial","change_km2_2013_2016",-0.0300000000000002
"Developed","HAMAKUALOA","Terrestrial","change_km2_2013_2019",0.22
"Developed","HAMAKUALOA","Terrestrial","change_km2_2016_2019",0.25
"Developed","HAMAKUALOA","Terrestrial","dir_2013_2016",-1
"Developed","HAMAKUALOA","Terrestrial","dir_2013_2019",1
"Developed","HAMAKUALOA","Terrestrial","dir_2016_2019",1
"Developed","HAMAKUALOA","Terrestrial","pct_change_2013_2016",-0.751879699248126
"Developed","HAMAKUALOA","Terrestrial","pct_change_2013_2019",5.51378446115288
"Developed","HAMAKUALOA","Terrestrial","pct_change_2016_2019",6.31313131313131
"Developed","HAMAKUAPOKO","Terrestrial","area_km2_2013",12.73
"Developed","HAMAKUAPOKO","Terrestrial","area_km2_2016",12.83
"Developed","HAMAKUAPOKO","Terrestrial","area_km2_2019",12.62
"Developed","HAMAKUAPOKO","Terrestrial","change_km2_2013_2016",0.0999999999999996
"Developed","HAMAKUAPOKO","Terrestrial","change_km2_2013_2019",-0.110000000000001
"Developed","HAMAKUAPOKO","Terrestrial","change_km2_2016_2019",-0.210000000000001
"Developed","HAMAKUAPOKO","Terrestrial","dir_2013_2016",1
"Developed","HAMAKUAPOKO","Terrestrial","dir_2013_2019",-1
"Developed","HAMAKUAPOKO","Terrestrial","dir_2016_2019",-1
"Developed","HAMAKUAPOKO","Terrestrial","pct_change_2013_2016",0.785545954438332
"Developed","HAMAKUAPOKO","Terrestrial","pct_change_2013_2019",-0.864100549882178
"Developed","HAMAKUAPOKO","Terrestrial","pct_change_2016_2019",-1.63678877630554
"Developed","HANA","Terrestrial","area_km2_2013",0.44
"Developed","HANA","Terrestrial","area_km2_2016",0.43
"Developed","HANA","Terrestrial","area_km2_2019",0.41
"Developed","HANA","Terrestrial","change_km2_2013_2016",-0.01
"Developed","HANA","Terrestrial","change_km2_2013_2019",-0.03
"Developed","HANA","Terrestrial","change_km2_2016_2019",-0.02
"Developed","HANA","Terrestrial","dir_2013_2016",-1
"Developed","HANA","Terrestrial","dir_2013_2019",-1
"Developed","HANA","Terrestrial","dir_2016_2019",-1
"Developed","HANA","Terrestrial","pct_change_2013_2016",-2.27272727272727
"Developed","HANA","Terrestrial","pct_change_2013_2019",-6.81818181818182
"Developed","HANA","Terrestrial","pct_change_2016_2019",-4.65116279069768
"Developed","HILO","Terrestrial","area_km2_2013",32.7
"Developed","HILO","Terrestrial","area_km2_2016",32.62
"Developed","HILO","Terrestrial","area_km2_2019",32.08
"Developed","HILO","Terrestrial","change_km2_2013_2016",-0.0800000000000054
"Developed","HILO","Terrestrial","change_km2_2013_2019",-0.620000000000005
"Developed","HILO","Terrestrial","change_km2_2016_2019",-0.539999999999999
"Developed","HILO","Terrestrial","dir_2013_2016",-1
"Developed","HILO","Terrestrial","dir_2013_2019",-1
"Developed","HILO","Terrestrial","dir_2016_2019",-1
"Developed","HILO","Terrestrial","pct_change_2013_2016",-0.24464831804283
"Developed","HILO","Terrestrial","pct_change_2013_2019",-1.89602446483182
"Developed","HILO","Terrestrial","pct_change_2016_2019",-1.65542611894543
"Developed","HONUAULA","Terrestrial","area_km2_2013",5.68
"Developed","HONUAULA","Terrestrial","area_km2_2016",5.71
"Developed","HONUAULA","Terrestrial","area_km2_2019",5.58
"Developed","HONUAULA","Terrestrial","change_km2_2013_2016",0.0300000000000002
"Developed","HONUAULA","Terrestrial","change_km2_2013_2019",-0.0999999999999996
"Developed","HONUAULA","Terrestrial","change_km2_2016_2019",-0.13
"Developed","HONUAULA","Terrestrial","dir_2013_2016",1
"Developed","HONUAULA","Terrestrial","dir_2013_2019",-1
"Developed","HONUAULA","Terrestrial","dir_2016_2019",-1
"Developed","HONUAULA","Terrestrial","pct_change_2013_2016",0.528169014084511
"Developed","HONUAULA","Terrestrial","pct_change_2013_2019",-1.76056338028168
"Developed","HONUAULA","Terrestrial","pct_change_2016_2019",-2.27670753064798
"Developed","KAANAPALI","Terrestrial","area_km2_2013",4.38
"Developed","KAANAPALI","Terrestrial","area_km2_2016",4.41
"Developed","KAANAPALI","Terrestrial","area_km2_2019",4.17
"Developed","KAANAPALI","Terrestrial","change_km2_2013_2016",0.0300000000000002
"Developed","KAANAPALI","Terrestrial","change_km2_2013_2019",-0.21
"Developed","KAANAPALI","Terrestrial","change_km2_2016_2019",-0.24
"Developed","KAANAPALI","Terrestrial","dir_2013_2016",1
"Developed","KAANAPALI","Terrestrial","dir_2013_2019",-1
"Developed","KAANAPALI","Terrestrial","dir_2016_2019",-1
"Developed","KAANAPALI","Terrestrial","pct_change_2013_2016",0.684931506849321
"Developed","KAANAPALI","Terrestrial","pct_change_2013_2019",-4.7945205479452
"Developed","KAANAPALI","Terrestrial","pct_change_2016_2019",-5.4421768707483
"Developed","KALUAKOI","Terrestrial","area_km2_2013",0.42
"Developed","KALUAKOI","Terrestrial","area_km2_2016",0.42
"Developed","KALUAKOI","Terrestrial","area_km2_2019",0.43
"Developed","KALUAKOI","Terrestrial","change_km2_2013_2016",0
"Developed","KALUAKOI","Terrestrial","change_km2_2013_2019",0.01
"Developed","KALUAKOI","Terrestrial","change_km2_2016_2019",0.01
"Developed","KALUAKOI","Terrestrial","dir_2013_2016",0
"Developed","KALUAKOI","Terrestrial","dir_2013_2019",1
"Developed","KALUAKOI","Terrestrial","dir_2016_2019",1
"Developed","KALUAKOI","Terrestrial","pct_change_2013_2016",0
"Developed","KALUAKOI","Terrestrial","pct_change_2013_2019",2.38095238095238
"Developed","KALUAKOI","Terrestrial","pct_change_2016_2019",2.38095238095238
"Developed","KAU","Terrestrial","area_km2_2013",1.19
"Developed","KAU","Terrestrial","area_km2_2016",1.14
"Developed","KAU","Terrestrial","area_km2_2019",1.45
"Developed","KAU","Terrestrial","change_km2_2013_2016",-0.05
"Developed","KAU","Terrestrial","change_km2_2013_2019",0.26
"Developed","KAU","Terrestrial","change_km2_2016_2019",0.31
"Developed","KAU","Terrestrial","dir_2013_2016",-1
"Developed","KAU","Terrestrial","dir_2013_2019",1
"Developed","KAU","Terrestrial","dir_2016_2019",1
"Developed","KAU","Terrestrial","pct_change_2013_2016",-4.20168067226891
"Developed","KAU","Terrestrial","pct_change_2013_2019",21.8487394957983
"Developed","KAU","Terrestrial","pct_change_2016_2019",27.1929824561404
"Developed","KEALALOLOA","Terrestrial","area_km2_2013",0.88
"Developed","KEALALOLOA","Terrestrial","area_km2_2016",0.91
"Developed","KEALALOLOA","Terrestrial","area_km2_2019",0.84
"Developed","KEALALOLOA","Terrestrial","change_km2_2013_2016",0.03
"Developed","KEALALOLOA","Terrestrial","change_km2_2013_2019",-0.04
"Developed","KEALALOLOA","Terrestrial","change_km2_2016_2019",-0.0700000000000001
"Developed","KEALALOLOA","Terrestrial","dir_2013_2016",1
"Developed","KEALALOLOA","Terrestrial","dir_2013_2019",-1
"Developed","KEALALOLOA","Terrestrial","dir_2016_2019",-1
"Developed","KEALALOLOA","Terrestrial","pct_change_2013_2016",3.40909090909091
"Developed","KEALALOLOA","Terrestrial","pct_change_2013_2019",-4.54545454545455
"Developed","KEALALOLOA","Terrestrial","pct_change_2016_2019",-7.6923076923077
"Developed","KOHALA","Terrestrial","area_km2_2013",13.08
"Developed","KOHALA","Terrestrial","area_km2_2016",13.2
"Developed","KOHALA","Terrestrial","area_km2_2019",12.79
"Developed","KOHALA","Terrestrial","change_km2_2013_2016",0.119999999999999
"Developed","KOHALA","Terrestrial","change_km2_2013_2019",-0.290000000000001
"Developed","KOHALA","Terrestrial","change_km2_2016_2019",-0.41
"Developed","KOHALA","Terrestrial","dir_2013_2016",1
"Developed","KOHALA","Terrestrial","dir_2013_2019",-1
"Developed","KOHALA","Terrestrial","dir_2016_2019",-1
"Developed","KOHALA","Terrestrial","pct_change_2013_2016",0.917431192660544
"Developed","KOHALA","Terrestrial","pct_change_2013_2019",-2.217125382263
"Developed","KOHALA","Terrestrial","pct_change_2016_2019",-3.10606060606061
"Developed","KONA HAW","Terrestrial","area_km2_2013",19.03
"Developed","KONA HAW","Terrestrial","area_km2_2016",19.08
"Developed","KONA HAW","Terrestrial","area_km2_2019",18.65
"Developed","KONA HAW","Terrestrial","change_km2_2013_2016",0.0499999999999972
"Developed","KONA HAW","Terrestrial","change_km2_2013_2019",-0.380000000000003
"Developed","KONA HAW","Terrestrial","change_km2_2016_2019",-0.43
"Developed","KONA HAW","Terrestrial","dir_2013_2016",1
"Developed","KONA HAW","Terrestrial","dir_2013_2019",-1
"Developed","KONA HAW","Terrestrial","dir_2016_2019",-1
"Developed","KONA HAW","Terrestrial","pct_change_2013_2016",0.262743037309496
"Developed","KONA HAW","Terrestrial","pct_change_2013_2019",-1.9968470835523
"Developed","KONA HAW","Terrestrial","pct_change_2016_2019",-2.25366876310272
"Developed","KONA KAH","Terrestrial","area_km2_2013",0.01
"Developed","KONA KAH","Terrestrial","area_km2_2016",0.01
"Developed","KONA KAH","Terrestrial","change_km2_2013_2016",0
"Developed","KONA KAH","Terrestrial","dir_2013_2016",0
"Developed","KONA KAH","Terrestrial","pct_change_2013_2016",0
"Developed","KONA KAU","Terrestrial","area_km2_2013",10.13
"Developed","KONA KAU","Terrestrial","area_km2_2016",10.31
"Developed","KONA KAU","Terrestrial","area_km2_2019",10.12
"Developed","KONA KAU","Terrestrial","change_km2_2013_2016",0.18
"Developed","KONA KAU","Terrestrial","change_km2_2013_2019",-0.0100000000000016
"Developed","KONA KAU","Terrestrial","change_km2_2016_2019",-0.190000000000001
"Developed","KONA KAU","Terrestrial","dir_2013_2016",1
"Developed","KONA KAU","Terrestrial","dir_2013_2019",-1
"Developed","KONA KAU","Terrestrial","dir_2016_2019",-1
"Developed","KONA KAU","Terrestrial","pct_change_2013_2016",1.77690029615005
"Developed","KONA KAU","Terrestrial","pct_change_2013_2019",-0.0987166831194626
"Developed","KONA KAU","Terrestrial","pct_change_2016_2019",-1.84287099903008
"Developed","KONA LAN","Terrestrial","area_km2_2013",2.03
"Developed","KONA LAN","Terrestrial","area_km2_2016",1.99
"Developed","KONA LAN","Terrestrial","area_km2_2019",1.98
"Developed","KONA LAN","Terrestrial","change_km2_2013_2016",-0.0399999999999998
"Developed","KONA LAN","Terrestrial","change_km2_2013_2019",-0.0499999999999998
"Developed","KONA LAN","Terrestrial","change_km2_2016_2019",-0.01
"Developed","KONA LAN","Terrestrial","dir_2013_2016",-1
"Developed","KONA LAN","Terrestrial","dir_2013_2019",-1
"Developed","KONA LAN","Terrestrial","dir_2016_2019",-1
"Developed","KONA LAN","Terrestrial","pct_change_2013_2016",-1.97044334975369
"Developed","KONA LAN","Terrestrial","pct_change_2013_2019",-2.46305418719211
"Developed","KONA LAN","Terrestrial","pct_change_2016_2019",-0.502512562814071
"Developed","KONA MOL","Terrestrial","area_km2_2013",1.9
"Developed","KONA MOL","Terrestrial","area_km2_2016",1.9
"Developed","KONA MOL","Terrestrial","area_km2_2019",1.9
"Developed","KONA MOL","Terrestrial","change_km2_2013_2016",0
"Developed","KONA MOL","Terrestrial","change_km2_2013_2019",0
"Developed","KONA MOL","Terrestrial","change_km2_2016_2019",0
"Developed","KONA MOL","Terrestrial","dir_2013_2016",0
"Developed","KONA MOL","Terrestrial","dir_2013_2019",0
"Developed","KONA MOL","Terrestrial","dir_2016_2019",0
"Developed","KONA MOL","Terrestrial","pct_change_2013_2016",0
"Developed","KONA MOL","Terrestrial","pct_change_2013_2019",0
"Developed","KONA MOL","Terrestrial","pct_change_2016_2019",0
"Developed","KONA OAH","Terrestrial","area_km2_2013",67.52
"Developed","KONA OAH","Terrestrial","area_km2_2016",134.77
"Developed","KONA OAH","Terrestrial","area_km2_2019",67.53
"Developed","KONA OAH","Terrestrial","change_km2_2013_2016",67.25
"Developed","KONA OAH","Terrestrial","change_km2_2013_2019",0.0100000000000051
"Developed","KONA OAH","Terrestrial","change_km2_2016_2019",-67.24
"Developed","KONA OAH","Terrestrial","dir_2013_2016",1
"Developed","KONA OAH","Terrestrial","dir_2013_2019",1
"Developed","KONA OAH","Terrestrial","dir_2016_2019",-1
"Developed","KONA OAH","Terrestrial","pct_change_2013_2016",99.6001184834123
"Developed","KONA OAH","Terrestrial","pct_change_2013_2019",0.0148104265402919
"Developed","KONA OAH","Terrestrial","pct_change_2016_2019",-49.8924092899013
"Developed","KOOLAU KAH","Terrestrial","area_km2_2013",0.01
"Developed","KOOLAU KAH","Terrestrial","area_km2_2019",0.01
"Developed","KOOLAU KAH","Terrestrial","change_km2_2013_2019",0
"Developed","KOOLAU KAH","Terrestrial","dir_2013_2019",0
"Developed","KOOLAU KAH","Terrestrial","pct_change_2013_2019",0
"Developed","KOOLAU KAU","Terrestrial","area_km2_2013",1.74
"Developed","KOOLAU KAU","Terrestrial","area_km2_2016",1.75
"Developed","KOOLAU KAU","Terrestrial","area_km2_2019",1.72
"Developed","KOOLAU KAU","Terrestrial","change_km2_2013_2016",0.01
"Developed","KOOLAU KAU","Terrestrial","change_km2_2013_2019",-0.02
"Developed","KOOLAU KAU","Terrestrial","change_km2_2016_2019",-0.03
"Developed","KOOLAU KAU","Terrestrial","dir_2013_2016",1
"Developed","KOOLAU KAU","Terrestrial","dir_2013_2019",-1
"Developed","KOOLAU KAU","Terrestrial","dir_2016_2019",-1
"Developed","KOOLAU KAU","Terrestrial","pct_change_2013_2016",0.574712643678161
"Developed","KOOLAU KAU","Terrestrial","pct_change_2013_2019",-1.14942528735632
"Developed","KOOLAU KAU","Terrestrial","pct_change_2016_2019",-1.71428571428572
"Developed","KOOLAU LAN","Terrestrial","area_km2_2019",0.01
"Developed","KOOLAU MAU","Terrestrial","area_km2_2013",0.01
"Developed","KOOLAU MAU","Terrestrial","area_km2_2016",0.01
"Developed","KOOLAU MAU","Terrestrial","area_km2_2019",0.01
"Developed","KOOLAU MAU","Terrestrial","change_km2_2013_2016",0
"Developed","KOOLAU MAU","Terrestrial","change_km2_2013_2019",0
"Developed","KOOLAU MAU","Terrestrial","change_km2_2016_2019",0
"Developed","KOOLAU MAU","Terrestrial","dir_2013_2016",0
"Developed","KOOLAU MAU","Terrestrial","dir_2013_2019",0
"Developed","KOOLAU MAU","Terrestrial","dir_2016_2019",0
"Developed","KOOLAU MAU","Terrestrial","pct_change_2013_2016",0
"Developed","KOOLAU MAU","Terrestrial","pct_change_2013_2019",0
"Developed","KOOLAU MAU","Terrestrial","pct_change_2016_2019",0
"Developed","KOOLAU MOL","Terrestrial","area_km2_2013",0.19
"Developed","KOOLAU MOL","Terrestrial","area_km2_2016",0.18
"Developed","KOOLAU MOL","Terrestrial","area_km2_2019",0.17
"Developed","KOOLAU MOL","Terrestrial","change_km2_2013_2016",-0.01
"Developed","KOOLAU MOL","Terrestrial","change_km2_2013_2019",-0.02
"Developed","KOOLAU MOL","Terrestrial","change_km2_2016_2019",-0.00999999999999998
"Developed","KOOLAU MOL","Terrestrial","dir_2013_2016",-1
"Developed","KOOLAU MOL","Terrestrial","dir_2013_2019",-1
"Developed","KOOLAU MOL","Terrestrial","dir_2016_2019",-1
"Developed","KOOLAU MOL","Terrestrial","pct_change_2013_2016",-5.26315789473685
"Developed","KOOLAU MOL","Terrestrial","pct_change_2013_2019",-10.5263157894737
"Developed","KOOLAU MOL","Terrestrial","pct_change_2016_2019",-5.55555555555555
"Developed","KOOLAULOA","Terrestrial","area_km2_2013",5.71
"Developed","KOOLAULOA","Terrestrial","area_km2_2016",5.8
"Developed","KOOLAULOA","Terrestrial","area_km2_2019",5.72
"Developed","KOOLAULOA","Terrestrial","change_km2_2013_2016",0.0899999999999999
"Developed","KOOLAULOA","Terrestrial","change_km2_2013_2019",0.00999999999999979
"Developed","KOOLAULOA","Terrestrial","change_km2_2016_2019",-0.0800000000000001
"Developed","KOOLAULOA","Terrestrial","dir_2013_2016",1
"Developed","KOOLAULOA","Terrestrial","dir_2013_2019",1
"Developed","KOOLAULOA","Terrestrial","dir_2016_2019",-1
"Developed","KOOLAULOA","Terrestrial","pct_change_2013_2016",1.57618213660245
"Developed","KOOLAULOA","Terrestrial","pct_change_2013_2019",0.17513134851138
"Developed","KOOLAULOA","Terrestrial","pct_change_2016_2019",-1.37931034482759
"Developed","KOOLAUPOKO","Terrestrial","area_km2_2013",45.59
"Developed","KOOLAUPOKO","Terrestrial","area_km2_2016",91.3
"Developed","KOOLAUPOKO","Terrestrial","area_km2_2019",44.62
"Developed","KOOLAUPOKO","Terrestrial","change_km2_2013_2016",45.71
"Developed","KOOLAUPOKO","Terrestrial","change_km2_2013_2019",-0.970000000000006
"Developed","KOOLAUPOKO","Terrestrial","change_km2_2016_2019",-46.68
"Developed","KOOLAUPOKO","Terrestrial","dir_2013_2016",1
"Developed","KOOLAUPOKO","Terrestrial","dir_2013_2019",-1
"Developed","KOOLAUPOKO","Terrestrial","dir_2016_2019",-1
"Developed","KOOLAUPOKO","Terrestrial","pct_change_2013_2016",100.26321561746
"Developed","KOOLAUPOKO","Terrestrial","pct_change_2013_2019",-2.1276595744681
"Developed","KOOLAUPOKO","Terrestrial","pct_change_2016_2019",-51.1281489594743
"Developed","KULA","Terrestrial","area_km2_2013",10.64
"Developed","KULA","Terrestrial","area_km2_2016",10.68
"Developed","KULA","Terrestrial","area_km2_2019",10.68
"Developed","KULA","Terrestrial","change_km2_2013_2016",0.0399999999999991
"Developed","KULA","Terrestrial","change_km2_2013_2019",0.0399999999999991
"Developed","KULA","Terrestrial","change_km2_2016_2019",0
"Developed","KULA","Terrestrial","dir_2013_2016",1
"Developed","KULA","Terrestrial","dir_2013_2019",1
"Developed","KULA","Terrestrial","dir_2016_2019",0
"Developed","KULA","Terrestrial","pct_change_2013_2016",0.375939849624052
"Developed","KULA","Terrestrial","pct_change_2013_2019",0.375939849624052
"Developed","KULA","Terrestrial","pct_change_2016_2019",0
"Developed","LAHAINA","Terrestrial","area_km2_2013",5.7
"Developed","LAHAINA","Terrestrial","area_km2_2016",5.88
"Developed","LAHAINA","Terrestrial","area_km2_2019",5.66
"Developed","LAHAINA","Terrestrial","change_km2_2013_2016",0.18
"Developed","LAHAINA","Terrestrial","change_km2_2013_2019",-0.04
"Developed","LAHAINA","Terrestrial","change_km2_2016_2019",-0.22
"Developed","LAHAINA","Terrestrial","dir_2013_2016",1
"Developed","LAHAINA","Terrestrial","dir_2013_2019",-1
"Developed","LAHAINA","Terrestrial","dir_2016_2019",-1
"Developed","LAHAINA","Terrestrial","pct_change_2013_2016",3.1578947368421
"Developed","LAHAINA","Terrestrial","pct_change_2013_2019",-0.701754385964913
"Developed","LAHAINA","Terrestrial","pct_change_2016_2019",-3.74149659863945
"Developed","MANA","Terrestrial","area_km2_2013",2.07
"Developed","MANA","Terrestrial","area_km2_2016",2.08
"Developed","MANA","Terrestrial","area_km2_2019",1.99
"Developed","MANA","Terrestrial","change_km2_2013_2016",0.0100000000000002
"Developed","MANA","Terrestrial","change_km2_2013_2019",-0.0799999999999998
"Developed","MANA","Terrestrial","change_km2_2016_2019",-0.0900000000000001
"Developed","MANA","Terrestrial","dir_2013_2016",1
"Developed","MANA","Terrestrial","dir_2013_2019",-1
"Developed","MANA","Terrestrial","dir_2016_2019",-1
"Developed","MANA","Terrestrial","pct_change_2013_2016",0.483091787439625
"Developed","MANA","Terrestrial","pct_change_2013_2019",-3.8647342995169
"Developed","MANA","Terrestrial","pct_change_2016_2019",-4.32692307692308
"Developed","PALAAU","Terrestrial","area_km2_2013",1.04
"Developed","PALAAU","Terrestrial","area_km2_2016",0.99
"Developed","PALAAU","Terrestrial","area_km2_2019",0.89
"Developed","PALAAU","Terrestrial","change_km2_2013_2016",-0.05
"Developed","PALAAU","Terrestrial","change_km2_2013_2019",-0.15
"Developed","PALAAU","Terrestrial","change_km2_2016_2019",-0.1
"Developed","PALAAU","Terrestrial","dir_2013_2016",-1
"Developed","PALAAU","Terrestrial","dir_2013_2019",-1
"Developed","PALAAU","Terrestrial","dir_2016_2019",-1
"Developed","PALAAU","Terrestrial","pct_change_2013_2016",-4.80769230769231
"Developed","PALAAU","Terrestrial","pct_change_2013_2019",-14.4230769230769
"Developed","PALAAU","Terrestrial","pct_change_2016_2019",-10.1010101010101
"Developed","PUNA HAW","Terrestrial","area_km2_2013",6.03
"Developed","PUNA HAW","Terrestrial","area_km2_2016",6.01
"Developed","PUNA HAW","Terrestrial","area_km2_2019",6.23
"Developed","PUNA HAW","Terrestrial","change_km2_2013_2016",-0.0200000000000005
"Developed","PUNA HAW","Terrestrial","change_km2_2013_2019",0.2
"Developed","PUNA HAW","Terrestrial","change_km2_2016_2019",0.220000000000001
"Developed","PUNA HAW","Terrestrial","dir_2013_2016",-1
"Developed","PUNA HAW","Terrestrial","dir_2013_2019",1
"Developed","PUNA HAW","Terrestrial","dir_2016_2019",1
"Developed","PUNA HAW","Terrestrial","pct_change_2013_2016",-0.331674958540638
"Developed","PUNA HAW","Terrestrial","pct_change_2013_2019",3.3167495854063
"Developed","PUNA HAW","Terrestrial","pct_change_2016_2019",3.66056572379369
"Developed","PUNA KAU","Terrestrial","area_km2_2013",18.62
"Developed","PUNA KAU","Terrestrial","area_km2_2016",18.59
"Developed","PUNA KAU","Terrestrial","area_km2_2019",18.5
"Developed","PUNA KAU","Terrestrial","change_km2_2013_2016",-0.0300000000000011
"Developed","PUNA KAU","Terrestrial","change_km2_2013_2019",-0.120000000000001
"Developed","PUNA KAU","Terrestrial","change_km2_2016_2019",-0.0899999999999999
"Developed","PUNA KAU","Terrestrial","dir_2013_2016",-1
"Developed","PUNA KAU","Terrestrial","dir_2013_2019",-1
"Developed","PUNA KAU","Terrestrial","dir_2016_2019",-1
"Developed","PUNA KAU","Terrestrial","pct_change_2013_2016",-0.161117078410318
"Developed","PUNA KAU","Terrestrial","pct_change_2013_2019",-0.644468313641251
"Developed","PUNA KAU","Terrestrial","pct_change_2016_2019",-0.484131253362022
"Developed","WAIALUA","Terrestrial","area_km2_2013",13.86
"Developed","WAIALUA","Terrestrial","area_km2_2016",13.91
"Developed","WAIALUA","Terrestrial","area_km2_2019",14.04
"Developed","WAIALUA","Terrestrial","change_km2_2013_2016",0.0500000000000007
