"ecosystem_type","name2","realm","metric","value"
"Grass/Shrub","HILO","Terrestrial","change_km2_2016_2019",-0.79000000000002
"Grass/Shrub","HILO","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","HILO","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","HILO","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","HILO","Terrestrial","pct_change_2013_2016",-0.358407825940291
"Grass/Shrub","HILO","Terrestrial","pct_change_2013_2019",-0.524962050936079
"Grass/Shrub","HILO","Terrestrial","pct_change_2016_2019",-0.167153315560074
"Grass/Shrub","HONUAULA","Terrestrial","area_km2_2013",19.42
"Grass/Shrub","HONUAULA","Terrestrial","area_km2_2016",19.43
"Grass/Shrub","HONUAULA","Terrestrial","area_km2_2019",19.46
"Grass/Shrub","HONUAULA","Terrestrial","change_km2_2013_2016",0.00999999999999801
"Grass/Shrub","HONUAULA","Terrestrial","change_km2_2013_2019",0.0399999999999991
"Grass/Shrub","HONUAULA","Terrestrial","change_km2_2016_2019",0.0300000000000011
"Grass/Shrub","HONUAULA","Terrestrial","dir_2013_2016",1
"Grass/Shrub","HONUAULA","Terrestrial","dir_2013_2019",1
"Grass/Shrub","HONUAULA","Terrestrial","dir_2016_2019",1
"Grass/Shrub","HONUAULA","Terrestrial","pct_change_2013_2016",0.0514933058702266
"Grass/Shrub","HONUAULA","Terrestrial","pct_change_2013_2019",0.205973223480943
"Grass/Shrub","HONUAULA","Terrestrial","pct_change_2016_2019",0.154400411734437
"Grass/Shrub","KAANAPALI","Terrestrial","area_km2_2013",32.52
"Grass/Shrub","KAANAPALI","Terrestrial","area_km2_2016",31.2
"Grass/Shrub","KAANAPALI","Terrestrial","area_km2_2019",30.43
"Grass/Shrub","KAANAPALI","Terrestrial","change_km2_2013_2016",-1.32
"Grass/Shrub","KAANAPALI","Terrestrial","change_km2_2013_2019",-2.09
"Grass/Shrub","KAANAPALI","Terrestrial","change_km2_2016_2019",-0.77
"Grass/Shrub","KAANAPALI","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KAANAPALI","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KAANAPALI","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KAANAPALI","Terrestrial","pct_change_2013_2016",-4.05904059040592
"Grass/Shrub","KAANAPALI","Terrestrial","pct_change_2013_2019",-6.42681426814269
"Grass/Shrub","KAANAPALI","Terrestrial","pct_change_2016_2019",-2.46794871794872
"Grass/Shrub","KAHIKINUI","Terrestrial","area_km2_2013",29.37
"Grass/Shrub","KAHIKINUI","Terrestrial","area_km2_2016",29.5
"Grass/Shrub","KAHIKINUI","Terrestrial","area_km2_2019",29.52
"Grass/Shrub","KAHIKINUI","Terrestrial","change_km2_2013_2016",0.129999999999999
"Grass/Shrub","KAHIKINUI","Terrestrial","change_km2_2013_2019",0.149999999999999
"Grass/Shrub","KAHIKINUI","Terrestrial","change_km2_2016_2019",0.0199999999999996
"Grass/Shrub","KAHIKINUI","Terrestrial","dir_2013_2016",1
"Grass/Shrub","KAHIKINUI","Terrestrial","dir_2013_2019",1
"Grass/Shrub","KAHIKINUI","Terrestrial","dir_2016_2019",1
"Grass/Shrub","KAHIKINUI","Terrestrial","pct_change_2013_2016",0.44262853251617
"Grass/Shrub","KAHIKINUI","Terrestrial","pct_change_2013_2019",0.510725229826349
"Grass/Shrub","KAHIKINUI","Terrestrial","pct_change_2016_2019",0.0677966101694901
"Grass/Shrub","KALAWA","Terrestrial","area_km2_2013",17.54
"Grass/Shrub","KALAWA","Terrestrial","area_km2_2016",17.25
"Grass/Shrub","KALAWA","Terrestrial","area_km2_2019",17.12
"Grass/Shrub","KALAWA","Terrestrial","change_km2_2013_2016",-0.289999999999999
"Grass/Shrub","KALAWA","Terrestrial","change_km2_2013_2019",-0.419999999999998
"Grass/Shrub","KALAWA","Terrestrial","change_km2_2016_2019",-0.129999999999999
"Grass/Shrub","KALAWA","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KALAWA","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KALAWA","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KALAWA","Terrestrial","pct_change_2013_2016",-1.6533637400228
"Grass/Shrub","KALAWA","Terrestrial","pct_change_2013_2019",-2.39452679589509
"Grass/Shrub","KALAWA","Terrestrial","pct_change_2016_2019",-0.753623188405791
"Grass/Shrub","KALUAKOI","Terrestrial","area_km2_2013",96.6
"Grass/Shrub","KALUAKOI","Terrestrial","area_km2_2016",96.59
"Grass/Shrub","KALUAKOI","Terrestrial","area_km2_2019",95.94
"Grass/Shrub","KALUAKOI","Terrestrial","change_km2_2013_2016",-0.00999999999999091
"Grass/Shrub","KALUAKOI","Terrestrial","change_km2_2013_2019",-0.659999999999997
"Grass/Shrub","KALUAKOI","Terrestrial","change_km2_2016_2019",-0.650000000000006
"Grass/Shrub","KALUAKOI","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KALUAKOI","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KALUAKOI","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KALUAKOI","Terrestrial","pct_change_2013_2016",-0.0103519668736966
"Grass/Shrub","KALUAKOI","Terrestrial","pct_change_2013_2019",-0.683229813664593
"Grass/Shrub","KALUAKOI","Terrestrial","pct_change_2016_2019",-0.672947510094219
"Grass/Shrub","KAU","Terrestrial","area_km2_2013",608.84
"Grass/Shrub","KAU","Terrestrial","area_km2_2016",600.41
"Grass/Shrub","KAU","Terrestrial","area_km2_2019",599.38
"Grass/Shrub","KAU","Terrestrial","change_km2_2013_2016",-8.43000000000006
"Grass/Shrub","KAU","Terrestrial","change_km2_2013_2019",-9.46000000000004
"Grass/Shrub","KAU","Terrestrial","change_km2_2016_2019",-1.02999999999997
"Grass/Shrub","KAU","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KAU","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KAU","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KAU","Terrestrial","pct_change_2013_2016",-1.38460022337561
"Grass/Shrub","KAU","Terrestrial","pct_change_2013_2019",-1.55377439064451
"Grass/Shrub","KAU","Terrestrial","pct_change_2016_2019",-0.171549441215165
"Grass/Shrub","KAUPO","Terrestrial","area_km2_2013",68.33
"Grass/Shrub","KAUPO","Terrestrial","area_km2_2016",68.07
"Grass/Shrub","KAUPO","Terrestrial","area_km2_2019",67.75
"Grass/Shrub","KAUPO","Terrestrial","change_km2_2013_2016",-0.260000000000005
"Grass/Shrub","KAUPO","Terrestrial","change_km2_2013_2019",-0.579999999999998
"Grass/Shrub","KAUPO","Terrestrial","change_km2_2016_2019",-0.319999999999993
"Grass/Shrub","KAUPO","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KAUPO","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KAUPO","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KAUPO","Terrestrial","pct_change_2013_2016",-0.380506366164211
"Grass/Shrub","KAUPO","Terrestrial","pct_change_2013_2019",-0.848821893750912
"Grass/Shrub","KAUPO","Terrestrial","pct_change_2016_2019",-0.470104304392527
"Grass/Shrub","KEALALOLOA","Terrestrial","area_km2_2013",62.5
"Grass/Shrub","KEALALOLOA","Terrestrial","area_km2_2016",61.17
"Grass/Shrub","KEALALOLOA","Terrestrial","area_km2_2019",75.2
"Grass/Shrub","KEALALOLOA","Terrestrial","change_km2_2013_2016",-1.33
"Grass/Shrub","KEALALOLOA","Terrestrial","change_km2_2013_2019",12.7
"Grass/Shrub","KEALALOLOA","Terrestrial","change_km2_2016_2019",14.03
"Grass/Shrub","KEALALOLOA","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KEALALOLOA","Terrestrial","dir_2013_2019",1
"Grass/Shrub","KEALALOLOA","Terrestrial","dir_2016_2019",1
"Grass/Shrub","KEALALOLOA","Terrestrial","pct_change_2013_2016",-2.128
"Grass/Shrub","KEALALOLOA","Terrestrial","pct_change_2013_2019",20.32
"Grass/Shrub","KEALALOLOA","Terrestrial","pct_change_2016_2019",22.9360797776688
"Grass/Shrub","KIPAHULU","Terrestrial","area_km2_2013",8.11
"Grass/Shrub","KIPAHULU","Terrestrial","area_km2_2016",8.05
"Grass/Shrub","KIPAHULU","Terrestrial","area_km2_2019",7.94
"Grass/Shrub","KIPAHULU","Terrestrial","change_km2_2013_2016",-0.0599999999999987
"Grass/Shrub","KIPAHULU","Terrestrial","change_km2_2013_2019",-0.169999999999999
"Grass/Shrub","KIPAHULU","Terrestrial","change_km2_2016_2019",-0.11
"Grass/Shrub","KIPAHULU","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KIPAHULU","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KIPAHULU","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KIPAHULU","Terrestrial","pct_change_2013_2016",-0.739827373612808
"Grass/Shrub","KIPAHULU","Terrestrial","pct_change_2013_2019",-2.09617755856966
"Grass/Shrub","KIPAHULU","Terrestrial","pct_change_2016_2019",-1.3664596273292
"Grass/Shrub","KOHALA","Terrestrial","area_km2_2013",652.03
"Grass/Shrub","KOHALA","Terrestrial","area_km2_2016",651.24
"Grass/Shrub","KOHALA","Terrestrial","area_km2_2019",652.69
"Grass/Shrub","KOHALA","Terrestrial","change_km2_2013_2016",-0.789999999999964
"Grass/Shrub","KOHALA","Terrestrial","change_km2_2013_2019",0.660000000000082
"Grass/Shrub","KOHALA","Terrestrial","change_km2_2016_2019",1.45000000000005
"Grass/Shrub","KOHALA","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KOHALA","Terrestrial","dir_2013_2019",1
"Grass/Shrub","KOHALA","Terrestrial","dir_2016_2019",1
"Grass/Shrub","KOHALA","Terrestrial","pct_change_2013_2016",-0.121160069321958
"Grass/Shrub","KOHALA","Terrestrial","pct_change_2013_2019",0.101222336395577
"Grass/Shrub","KOHALA","Terrestrial","pct_change_2016_2019",0.22265217124256
"Grass/Shrub","KONA HAW","Terrestrial","area_km2_2013",725.94
"Grass/Shrub","KONA HAW","Terrestrial","area_km2_2016",720.31
"Grass/Shrub","KONA HAW","Terrestrial","area_km2_2019",712.25
"Grass/Shrub","KONA HAW","Terrestrial","change_km2_2013_2016",-5.63000000000011
"Grass/Shrub","KONA HAW","Terrestrial","change_km2_2013_2019",-13.6900000000001
"Grass/Shrub","KONA HAW","Terrestrial","change_km2_2016_2019",-8.05999999999995
"Grass/Shrub","KONA HAW","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KONA HAW","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KONA HAW","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KONA HAW","Terrestrial","pct_change_2013_2016",-0.77554618839024
"Grass/Shrub","KONA HAW","Terrestrial","pct_change_2013_2019",-1.88583078491336
"Grass/Shrub","KONA HAW","Terrestrial","pct_change_2016_2019",-1.1189626688509
"Grass/Shrub","KONA KAH","Terrestrial","area_km2_2013",38.82
"Grass/Shrub","KONA KAH","Terrestrial","area_km2_2016",38.8
"Grass/Shrub","KONA KAH","Terrestrial","area_km2_2019",38.87
"Grass/Shrub","KONA KAH","Terrestrial","change_km2_2013_2016",-0.0200000000000031
"Grass/Shrub","KONA KAH","Terrestrial","change_km2_2013_2019",0.0499999999999972
"Grass/Shrub","KONA KAH","Terrestrial","change_km2_2016_2019",0.0700000000000003
"Grass/Shrub","KONA KAH","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KONA KAH","Terrestrial","dir_2013_2019",1
"Grass/Shrub","KONA KAH","Terrestrial","dir_2016_2019",1
"Grass/Shrub","KONA KAH","Terrestrial","pct_change_2013_2016",-0.0515198351365356
"Grass/Shrub","KONA KAH","Terrestrial","pct_change_2013_2019",0.128799587841312
"Grass/Shrub","KONA KAH","Terrestrial","pct_change_2016_2019",0.180412371134021
"Grass/Shrub","KONA KAU","Terrestrial","area_km2_2013",137.32
"Grass/Shrub","KONA KAU","Terrestrial","area_km2_2016",136.04
"Grass/Shrub","KONA KAU","Terrestrial","area_km2_2019",133.86
"Grass/Shrub","KONA KAU","Terrestrial","change_km2_2013_2016",-1.28
"Grass/Shrub","KONA KAU","Terrestrial","change_km2_2013_2019",-3.45999999999998
"Grass/Shrub","KONA KAU","Terrestrial","change_km2_2016_2019",-2.17999999999998
"Grass/Shrub","KONA KAU","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KONA KAU","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KONA KAU","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KONA KAU","Terrestrial","pct_change_2013_2016",-0.932129332944947
"Grass/Shrub","KONA KAU","Terrestrial","pct_change_2013_2019",-2.51966210311679
"Grass/Shrub","KONA KAU","Terrestrial","pct_change_2016_2019",-1.60246986180534
"Grass/Shrub","KONA LAN","Terrestrial","area_km2_2013",166.95
"Grass/Shrub","KONA LAN","Terrestrial","area_km2_2016",164.96
"Grass/Shrub","KONA LAN","Terrestrial","area_km2_2019",163.2
"Grass/Shrub","KONA LAN","Terrestrial","change_km2_2013_2016",-1.98999999999998
"Grass/Shrub","KONA LAN","Terrestrial","change_km2_2013_2019",-3.75
"Grass/Shrub","KONA LAN","Terrestrial","change_km2_2016_2019",-1.76000000000002
"Grass/Shrub","KONA LAN","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KONA LAN","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KONA LAN","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KONA LAN","Terrestrial","pct_change_2013_2016",-1.19197364480382
"Grass/Shrub","KONA LAN","Terrestrial","pct_change_2013_2019",-2.24618149146451
"Grass/Shrub","KONA LAN","Terrestrial","pct_change_2016_2019",-1.06692531522795
"Grass/Shrub","KONA MOL","Terrestrial","area_km2_2013",74.16
"Grass/Shrub","KONA MOL","Terrestrial","area_km2_2016",73.14
"Grass/Shrub","KONA MOL","Terrestrial","area_km2_2019",72.06
"Grass/Shrub","KONA MOL","Terrestrial","change_km2_2013_2016",-1.02
"Grass/Shrub","KONA MOL","Terrestrial","change_km2_2013_2019",-2.09999999999999
"Grass/Shrub","KONA MOL","Terrestrial","change_km2_2016_2019",-1.08
"Grass/Shrub","KONA MOL","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KONA MOL","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KONA MOL","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KONA MOL","Terrestrial","pct_change_2013_2016",-1.37540453074433
"Grass/Shrub","KONA MOL","Terrestrial","pct_change_2013_2019",-2.83171521035598
"Grass/Shrub","KONA MOL","Terrestrial","pct_change_2016_2019",-1.4766201804758
"Grass/Shrub","KONA OAH","Terrestrial","area_km2_2013",19.43
"Grass/Shrub","KONA OAH","Terrestrial","area_km2_2016",38.64
"Grass/Shrub","KONA OAH","Terrestrial","area_km2_2019",19.36
"Grass/Shrub","KONA OAH","Terrestrial","change_km2_2013_2016",19.21
"Grass/Shrub","KONA OAH","Terrestrial","change_km2_2013_2019",-0.0700000000000003
"Grass/Shrub","KONA OAH","Terrestrial","change_km2_2016_2019",-19.28
"Grass/Shrub","KONA OAH","Terrestrial","dir_2013_2016",1
"Grass/Shrub","KONA OAH","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KONA OAH","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KONA OAH","Terrestrial","pct_change_2013_2016",98.8677303139475
"Grass/Shrub","KONA OAH","Terrestrial","pct_change_2013_2019",-0.360267627380341
"Grass/Shrub","KONA OAH","Terrestrial","pct_change_2016_2019",-49.8964803312629
"Grass/Shrub","KOOLAU KAH","Terrestrial","area_km2_2013",47.92
"Grass/Shrub","KOOLAU KAH","Terrestrial","area_km2_2016",47.76
"Grass/Shrub","KOOLAU KAH","Terrestrial","area_km2_2019",47.83
"Grass/Shrub","KOOLAU KAH","Terrestrial","change_km2_2013_2016",-0.160000000000004
"Grass/Shrub","KOOLAU KAH","Terrestrial","change_km2_2013_2019",-0.0900000000000034
"Grass/Shrub","KOOLAU KAH","Terrestrial","change_km2_2016_2019",0.0700000000000003
"Grass/Shrub","KOOLAU KAH","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KOOLAU KAH","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KOOLAU KAH","Terrestrial","dir_2016_2019",1
"Grass/Shrub","KOOLAU KAH","Terrestrial","pct_change_2013_2016",-0.333889816360609
"Grass/Shrub","KOOLAU KAH","Terrestrial","pct_change_2013_2019",-0.187813021702845
"Grass/Shrub","KOOLAU KAH","Terrestrial","pct_change_2016_2019",0.146566164154104
"Grass/Shrub","KOOLAU KAU","Terrestrial","area_km2_2013",24.42
"Grass/Shrub","KOOLAU KAU","Terrestrial","area_km2_2016",23.89
"Grass/Shrub","KOOLAU KAU","Terrestrial","area_km2_2019",23.44
"Grass/Shrub","KOOLAU KAU","Terrestrial","change_km2_2013_2016",-0.530000000000001
"Grass/Shrub","KOOLAU KAU","Terrestrial","change_km2_2013_2019",-0.98
"Grass/Shrub","KOOLAU KAU","Terrestrial","change_km2_2016_2019",-0.449999999999999
"Grass/Shrub","KOOLAU KAU","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KOOLAU KAU","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KOOLAU KAU","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KOOLAU KAU","Terrestrial","pct_change_2013_2016",-2.17035217035217
"Grass/Shrub","KOOLAU KAU","Terrestrial","pct_change_2013_2019",-4.01310401310401
"Grass/Shrub","KOOLAU KAU","Terrestrial","pct_change_2016_2019",-1.88363331938049
"Grass/Shrub","KOOLAU LAN","Terrestrial","area_km2_2013",143.6
"Grass/Shrub","KOOLAU LAN","Terrestrial","area_km2_2016",141.16
"Grass/Shrub","KOOLAU LAN","Terrestrial","area_km2_2019",138.96
"Grass/Shrub","KOOLAU LAN","Terrestrial","change_km2_2013_2016",-2.44
"Grass/Shrub","KOOLAU LAN","Terrestrial","change_km2_2013_2019",-4.63999999999999
"Grass/Shrub","KOOLAU LAN","Terrestrial","change_km2_2016_2019",-2.19999999999999
"Grass/Shrub","KOOLAU LAN","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KOOLAU LAN","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KOOLAU LAN","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KOOLAU LAN","Terrestrial","pct_change_2013_2016",-1.6991643454039
"Grass/Shrub","KOOLAU LAN","Terrestrial","pct_change_2013_2019",-3.23119777158773
"Grass/Shrub","KOOLAU LAN","Terrestrial","pct_change_2016_2019",-1.558515160102
"Grass/Shrub","KOOLAU MAU","Terrestrial","area_km2_2013",27.69
"Grass/Shrub","KOOLAU MAU","Terrestrial","area_km2_2016",27.68
"Grass/Shrub","KOOLAU MAU","Terrestrial","area_km2_2019",27.63
"Grass/Shrub","KOOLAU MAU","Terrestrial","change_km2_2013_2016",-0.0100000000000016
"Grass/Shrub","KOOLAU MAU","Terrestrial","change_km2_2013_2019",-0.0600000000000023
"Grass/Shrub","KOOLAU MAU","Terrestrial","change_km2_2016_2019",-0.0500000000000007
"Grass/Shrub","KOOLAU MAU","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KOOLAU MAU","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KOOLAU MAU","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KOOLAU MAU","Terrestrial","pct_change_2013_2016",-0.0361141206211685
"Grass/Shrub","KOOLAU MAU","Terrestrial","pct_change_2013_2019",-0.216684723726985
"Grass/Shrub","KOOLAU MAU","Terrestrial","pct_change_2016_2019",-0.180635838150292
"Grass/Shrub","KOOLAU MOL","Terrestrial","area_km2_2013",56.81
"Grass/Shrub","KOOLAU MOL","Terrestrial","area_km2_2016",55.47
"Grass/Shrub","KOOLAU MOL","Terrestrial","area_km2_2019",54.72
"Grass/Shrub","KOOLAU MOL","Terrestrial","change_km2_2013_2016",-1.34
"Grass/Shrub","KOOLAU MOL","Terrestrial","change_km2_2013_2019",-2.09
"Grass/Shrub","KOOLAU MOL","Terrestrial","change_km2_2016_2019",-0.75
"Grass/Shrub","KOOLAU MOL","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KOOLAU MOL","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KOOLAU MOL","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KOOLAU MOL","Terrestrial","pct_change_2013_2016",-2.35873965851083
"Grass/Shrub","KOOLAU MOL","Terrestrial","pct_change_2013_2019",-3.67892976588629
"Grass/Shrub","KOOLAU MOL","Terrestrial","pct_change_2016_2019",-1.35208220659816
"Grass/Shrub","KOOLAULOA","Terrestrial","area_km2_2013",23.64
"Grass/Shrub","KOOLAULOA","Terrestrial","area_km2_2016",23.01
"Grass/Shrub","KOOLAULOA","Terrestrial","area_km2_2019",22.95
"Grass/Shrub","KOOLAULOA","Terrestrial","change_km2_2013_2016",-0.629999999999999
"Grass/Shrub","KOOLAULOA","Terrestrial","change_km2_2013_2019",-0.690000000000001
"Grass/Shrub","KOOLAULOA","Terrestrial","change_km2_2016_2019",-0.0600000000000023
"Grass/Shrub","KOOLAULOA","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KOOLAULOA","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KOOLAULOA","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KOOLAULOA","Terrestrial","pct_change_2013_2016",-2.66497461928934
"Grass/Shrub","KOOLAULOA","Terrestrial","pct_change_2013_2019",-2.91878172588833
"Grass/Shrub","KOOLAULOA","Terrestrial","pct_change_2016_2019",-0.260756192959593
"Grass/Shrub","KOOLAUPOKO","Terrestrial","area_km2_2013",52.68
"Grass/Shrub","KOOLAUPOKO","Terrestrial","area_km2_2016",103.09
"Grass/Shrub","KOOLAUPOKO","Terrestrial","area_km2_2019",50.81
"Grass/Shrub","KOOLAUPOKO","Terrestrial","change_km2_2013_2016",50.41
"Grass/Shrub","KOOLAUPOKO","Terrestrial","change_km2_2013_2019",-1.87
"Grass/Shrub","KOOLAUPOKO","Terrestrial","change_km2_2016_2019",-52.28
"Grass/Shrub","KOOLAUPOKO","Terrestrial","dir_2013_2016",1
"Grass/Shrub","KOOLAUPOKO","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","KOOLAUPOKO","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","KOOLAUPOKO","Terrestrial","pct_change_2013_2016",95.6909643128322
"Grass/Shrub","KOOLAUPOKO","Terrestrial","pct_change_2013_2019",-3.54973424449506
"Grass/Shrub","KOOLAUPOKO","Terrestrial","pct_change_2016_2019",-50.7129692501698
"Grass/Shrub","KULA","Terrestrial","area_km2_2013",51
"Grass/Shrub","KULA","Terrestrial","area_km2_2016",49.75
"Grass/Shrub","KULA","Terrestrial","area_km2_2019",86.56
"Grass/Shrub","KULA","Terrestrial","change_km2_2013_2016",-1.25
"Grass/Shrub","KULA","Terrestrial","change_km2_2013_2019",35.56
"Grass/Shrub","KULA","Terrestrial","change_km2_2016_2019",36.81
"Grass/Shrub","KULA","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","KULA","Terrestrial","dir_2013_2019",1
"Grass/Shrub","KULA","Terrestrial","dir_2016_2019",1
"Grass/Shrub","KULA","Terrestrial","pct_change_2013_2016",-2.45098039215686
"Grass/Shrub","KULA","Terrestrial","pct_change_2013_2019",69.7254901960784
"Grass/Shrub","KULA","Terrestrial","pct_change_2016_2019",73.9899497487437
"Grass/Shrub","LAHAINA","Terrestrial","area_km2_2013",49.09
"Grass/Shrub","LAHAINA","Terrestrial","area_km2_2016",48.39
"Grass/Shrub","LAHAINA","Terrestrial","area_km2_2019",47.74
"Grass/Shrub","LAHAINA","Terrestrial","change_km2_2013_2016",-0.700000000000003
"Grass/Shrub","LAHAINA","Terrestrial","change_km2_2013_2019",-1.35
"Grass/Shrub","LAHAINA","Terrestrial","change_km2_2016_2019",-0.649999999999999
"Grass/Shrub","LAHAINA","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","LAHAINA","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","LAHAINA","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","LAHAINA","Terrestrial","pct_change_2013_2016",-1.42595233245061
"Grass/Shrub","LAHAINA","Terrestrial","pct_change_2013_2019",-2.75005092686902
"Grass/Shrub","LAHAINA","Terrestrial","pct_change_2016_2019",-1.34325273816904
"Grass/Shrub","MANA","Terrestrial","area_km2_2013",43.9
"Grass/Shrub","MANA","Terrestrial","area_km2_2016",43.09
"Grass/Shrub","MANA","Terrestrial","area_km2_2019",42.4
"Grass/Shrub","MANA","Terrestrial","change_km2_2013_2016",-0.809999999999995
"Grass/Shrub","MANA","Terrestrial","change_km2_2013_2019",-1.5
"Grass/Shrub","MANA","Terrestrial","change_km2_2016_2019",-0.690000000000005
"Grass/Shrub","MANA","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","MANA","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","MANA","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","MANA","Terrestrial","pct_change_2013_2016",-1.84510250569475
"Grass/Shrub","MANA","Terrestrial","pct_change_2013_2019",-3.41685649202733
"Grass/Shrub","MANA","Terrestrial","pct_change_2016_2019",-1.60129960547692
"Grass/Shrub","NAPALI","Terrestrial","area_km2_2013",28.9
"Grass/Shrub","NAPALI","Terrestrial","area_km2_2016",28.12
"Grass/Shrub","NAPALI","Terrestrial","area_km2_2019",27.07
"Grass/Shrub","NAPALI","Terrestrial","change_km2_2013_2016",-0.779999999999998
"Grass/Shrub","NAPALI","Terrestrial","change_km2_2013_2019",-1.83
"Grass/Shrub","NAPALI","Terrestrial","change_km2_2016_2019",-1.05
"Grass/Shrub","NAPALI","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","NAPALI","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","NAPALI","Terrestrial","dir_2016_2019",-1
"Grass/Shrub","NAPALI","Terrestrial","pct_change_2013_2016",-2.69896193771625
"Grass/Shrub","NAPALI","Terrestrial","pct_change_2013_2019",-6.33217993079584
"Grass/Shrub","NAPALI","Terrestrial","pct_change_2016_2019",-3.73399715504979
"Grass/Shrub","PALAAU","Terrestrial","area_km2_2013",45.13
"Grass/Shrub","PALAAU","Terrestrial","area_km2_2016",44.72
"Grass/Shrub","PALAAU","Terrestrial","area_km2_2019",44.88
"Grass/Shrub","PALAAU","Terrestrial","change_km2_2013_2016",-0.410000000000004
"Grass/Shrub","PALAAU","Terrestrial","change_km2_2013_2019",-0.25
"Grass/Shrub","PALAAU","Terrestrial","change_km2_2016_2019",0.160000000000004
"Grass/Shrub","PALAAU","Terrestrial","dir_2013_2016",-1
"Grass/Shrub","PALAAU","Terrestrial","dir_2013_2019",-1
"Grass/Shrub","PALAAU","Terrestrial","dir_2016_2019",1
"Grass/Shrub","PALAAU","Terrestrial","pct_change_2013_2016",-0.90848659428319
"Grass/Shrub","PALAAU","Terrestrial","pct_change_2013_2019",-0.553955240416574
"Grass/Shrub","PALAAU","Terrestrial","pct_change_2016_2019",0.357781753130599
"Grass/Shrub","PUNA HAW","Terrestrial","area_km2_2013",290.88
"Grass/Shrub","PUNA HAW","Terrestrial","area_km2_2016",283.61
"Grass/Shrub","PUNA HAW","Terrestrial","area_km2_2019",277.94
"Grass/Shrub","PUNA HAW","Terrestrial","change_km2_2013_2016",-7.26999999999998
"Grass/Shrub","PUNA HAW","Terrestrial","change_km2_2013_2019",-12.94
"Grass/Shrub","PUNA HAW","Terrestrial","change_km2_2016_2019",-5.67000000000002
